dataset,condition,chamber,Individual,genotype,location,num_leaves,plant_width,longest_leaf_length,plant_height,planting_date,rosette_id,status,rep,round,date,DAP,relative_dap
temp,16,15,6.79_15_16_3,NY_64,NYC,13,16.1,8.6,0.3,2/21/23,ms,G,3,3,4/21/23,59,0.8082191780821918
temp,16,15,6.79_15_16_3,NY_64,NYC,25,22.7,11.9,1.1,2/21/23,ms,G,3,3,4/24/23,62,0.8493150684931506
temp,16,15,6.79_15_16_3,NY_64,NYC,30,32.8,19.2,27.5,2/21/23,ms,H,3,3,5/5/23,73,1
temp,16,15,6.79_15_16_4,NY_64,NYC,2,0,0,0,2/21/23,mt,G,4,3,3/27/23,34,0.4657534246575342
temp,16,15,6.79_15_16_4,NY_64,NYC,2,0,0,0,2/21/23,mt,G,4,3,3/29/23,36,0.4931506849315068
temp,16,15,6.79_15_16_4,NY_64,NYC,2,1.4,0.7,0,2/21/23,mt,G,4,3,3/31/23,38,0.5205479452054794
temp,16,15,6.79_15_16_4,NY_64,NYC,3,1.5,0.7,0,2/21/23,mt,G,4,3,4/3/23,41,0.5616438356164384
temp,16,15,6.79_15_16_4,NY_64,NYC,4,1.6,0.8,0,2/21/23,mt,G,4,3,4/5/23,43,0.589041095890411
temp,16,15,6.79_15_16_4,NY_64,NYC,5,1.8,1,0,2/21/23,mt,G,4,3,4/7/23,45,0.6164383561643836
temp,16,15,6.79_15_16_4,NY_64,NYC,7,3.3,2,0,2/21/23,mt,G,4,3,4/10/23,48,0.6575342465753424
temp,16,15,6.79_15_16_4,NY_64,NYC,8,5.6,3.1,0,2/21/23,mt,G,4,3,4/12/23,50,0.684931506849315
temp,16,15,6.79_15_16_4,NY_64,NYC,9,6.6,3.6,0,2/21/23,mt,G,4,3,4/14/23,52,0.7123287671232876
temp,16,15,6.79_15_16_4,NY_64,NYC,11,8.8,5.5,0,2/21/23,mt,G,4,3,4/17/23,55,0.7534246575342466
temp,16,15,6.79_15_16_4,NY_64,NYC,14,14.7,8.5,0.4,2/21/23,mt,G,4,3,4/21/23,59,0.8082191780821918
temp,16,15,6.79_15_16_4,NY_64,NYC,21,20.5,11.2,1.9,2/21/23,mt,H,4,3,4/24/23,62,0.8493150684931506
temp,16,15,6.79_15_16_4,NY_64,NYC,0,0,0,0,2/21/23,mt,PH,4,3,5/5/23,73,1
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,2,0,0,0,2/21/23,mu,G,5.1,3,3/27/23,34,0.4657534246575342
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,2,0,0,0,2/21/23,mu,G,5.1,3,3/29/23,36,0.4931506849315068
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,2,1.4,0.7,0,2/21/23,mu,G,5.1,3,3/31/23,38,0.5205479452054794
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,4,1.5,0.8,0,2/21/23,mu,G,5.1,3,4/3/23,41,0.5616438356164384
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,5,1.8,1,0,2/21/23,mu,G,5.1,3,4/5/23,43,0.589041095890411
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,6,2.3,1.3,0,2/21/23,mu,G,5.1,3,4/7/23,45,0.6164383561643836
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,7,3.6,1.8,0,2/21/23,mu,G,5.1,3,4/10/23,48,0.6575342465753424
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,8,6.7,3.4,0,2/21/23,mu,G,5.1,3,4/12/23,50,0.684931506849315
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,9,8.1,4.6,0,2/21/23,mu,G,5.1,3,4/14/23,52,0.7123287671232876
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,10,11.7,7,0,2/21/23,mu,G,5.1,3,4/17/23,55,0.7534246575342466
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,17,18.6,11.2,2.1,2/21/23,mu,G,5.1,3,4/21/23,59,0.8082191780821918
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,20,23.4,13.3,5.7,2/21/23,mu,G,5.1,3,4/24/23,62,0.8493150684931506
temp,16,15,6.79_15_16_5_p1,NY_64,NYC,20,23.4,13.3,31.4,2/21/23,mu,H,5.1,3,5/5/23,73,1
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,2,1.1,0.6,0,2/21/23,mv,G,5.2,3,3/31/23,38,0.5205479452054794
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,3,1.1,0.6,0,2/21/23,mv,G,5.2,3,4/3/23,41,0.5616438356164384
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,4,1.2,0.7,0,2/21/23,mv,G,5.2,3,4/5/23,43,0.589041095890411
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,5,1.2,0.9,0,2/21/23,mv,G,5.2,3,4/7/23,45,0.6164383561643836
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,7,2.3,1.3,0,2/21/23,mv,G,5.2,3,4/10/23,48,0.6575342465753424
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,8,3.6,2.1,0,2/21/23,mv,G,5.2,3,4/12/23,50,0.684931506849315
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,8,5,2.6,0,2/21/23,mv,G,5.2,3,4/14/23,52,0.7123287671232876
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,10,7.1,4.4,0,2/21/23,mv,G,5.2,3,4/17/23,55,0.7534246575342466
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,11,11.5,7.5,0.6,2/21/23,mv,G,5.2,3,4/21/23,59,0.8082191780821918
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,14,16,10,1.5,2/21/23,mv,G,5.2,3,4/24/23,62,0.8493150684931506
temp,16,15,6.79_15_16_5_p2,NY_64,NYC,14,16,10,18.7,2/21/23,mv,H,5.2,3,5/5/23,73,1
temp,16,15,6.79_15_16_6,NY_64,NYC,2,0,0,0,2/21/23,mw,G,6,3,3/27/23,34,0.4657534246575342
temp,16,15,6.79_15_16_6,NY_64,NYC,2,0,0,0,2/21/23,mw,G,6,3,3/29/23,36,0.4931506849315068
temp,16,15,6.79_15_16_6,NY_64,NYC,2,1,0.5,0,2/21/23,mw,G,6,3,3/31/23,38,0.5205479452054794
temp,16,15,6.79_15_16_6,NY_64,NYC,4,1,0.5,0,2/21/23,mw,G,6,3,4/3/23,41,0.5616438356164384
temp,16,15,6.79_15_16_6,NY_64,NYC,5,1.1,0.6,0,2/21/23,mw,G,6,3,4/5/23,43,0.589041095890411
temp,16,15,6.79_15_16_6,NY_64,NYC,6,1.8,1,0,2/21/23,mw,G,6,3,4/7/23,45,0.6164383561643836
temp,16,15,6.79_15_16_6,NY_64,NYC,6,3,1.7,0,2/21/23,mw,G,6,3,4/10/23,48,0.6575342465753424
temp,16,15,6.79_15_16_6,NY_64,NYC,7,4.6,2.3,0,2/21/23,mw,G,6,3,4/12/23,50,0.684931506849315
temp,16,15,6.79_15_16_6,NY_64,NYC,8,5,4.5,0,2/21/23,mw,G,6,3,4/14/23,52,0.7123287671232876
temp,16,15,6.79_15_16_6,NY_64,NYC,9,7.3,5.1,0,2/21/23,mw,G,6,3,4/17/23,55,0.7534246575342466
temp,16,15,6.79_15_16_6,NY_64,NYC,10,10.1,6.1,0.9,2/21/23,mw,G,6,3,4/21/23,59,0.8082191780821918
temp,16,15,6.79_15_16_6,NY_64,NYC,14,14.7,8.7,2.2,2/21/23,mw,G,6,3,4/24/23,62,0.8493150684931506
temp,16,15,6.79_15_16_6,NY_64,NYC,14,18.5,12,25.2,2/21/23,mw,H,6,3,5/5/23,73,1
temp,16,15,6.79_15_16_7,NY_64,NYC,2,0,0,0,2/21/23,mx,G,7,3,3/29/23,36,0.4931506849315068
temp,16,15,6.79_15_16_7,NY_64,NYC,2,0.7,0.4,0,2/21/23,mx,G,7,3,3/31/23,38,0.5205479452054794
temp,16,15,6.79_15_16_7,NY_64,NYC,4,0.7,0.4,0,2/21/23,mx,G,7,3,4/3/23,41,0.5616438356164384
temp,16,15,6.79_15_16_7,NY_64,NYC,4,0.8,0.4,0,2/21/23,mx,G,7,3,4/5/23,43,0.589041095890411
temp,16,15,6.79_15_16_7,NY_64,NYC,4,1.1,0.6,0,2/21/23,mx,G,7,3,4/7/23,45,0.6164383561643836
temp,16,15,6.79_15_16_7,NY_64,NYC,6,1.8,0.9,0,2/21/23,mx,G,7,3,4/10/23,48,0.6575342465753424
temp,16,15,6.79_15_16_7,NY_64,NYC,6,2.2,1.1,0,2/21/23,mx,G,7,3,4/12/23,50,0.684931506849315
temp,16,15,6.79_15_16_7,NY_64,NYC,7,2.6,1.6,0,2/21/23,mx,G,7,3,4/14/23,52,0.7123287671232876
temp,16,15,6.79_15_16_7,NY_64,NYC,11,9.7,6.2,0,2/21/23,mx,G,7,3,4/21/23,59,0.8082191780821918
temp,16,15,6.79_15_16_7,NY_64,NYC,14,15.6,9.2,8.4,2/21/23,mx,G,7,3,4/24/23,62,0.8493150684931506
temp,16,15,6.79_15_16_7,NY_64,NYC,22,30.2,17.1,10.9,2/21/23,mx,H,7,3,5/5/23,73,1
temp,16,15,6.79_15_16_8,NY_64,NYC,2,0,0,0,2/21/23,my,G,8,3,3/27/23,34,0.4657534246575342
temp,16,15,6.79_15_16_8,NY_64,NYC,2,0,0,0,2/21/23,my,G,8,3,3/29/23,36,0.4931506849315068
temp,16,15,6.79_15_16_8,NY_64,NYC,2,1.4,0.7,0,2/21/23,my,G,8,3,3/31/23,38,0.5205479452054794
temp,16,15,6.79_15_16_8,NY_64,NYC,4,1.6,0.8,0,2/21/23,my,G,8,3,4/3/23,41,0.5616438356164384
temp,16,15,6.79_15_16_8,NY_64,NYC,4,1.8,0.9,0,2/21/23,my,G,8,3,4/5/23,43,0.589041095890411
temp,16,15,6.79_15_16_8,NY_64,NYC,6,2.5,1.4,0,2/21/23,my,G,8,3,4/7/23,45,0.6164383561643836
temp,16,15,6.79_15_16_8,NY_64,NYC,7,4.3,2.2,0,2/21/23,my,G,8,3,4/10/23,48,0.6575342465753424
temp,16,15,6.79_15_16_8,NY_64,NYC,8,5.7,3.3,0,2/21/23,my,G,8,3,4/12/23,50,0.684931506849315
temp,16,15,6.79_15_16_8,NY_64,NYC,9,7.5,3.8,0,2/21/23,my,G,8,3,4/14/23,52,0.7123287671232876
temp,16,15,6.79_15_16_8,NY_64,NYC,11,10.1,5.6,0,2/21/23,my,G,8,3,4/17/23,55,0.7534246575342466
temp,16,15,6.79_15_16_8,NY_64,NYC,18,17,9.9,0.8,2/21/23,my,G,8,3,4/21/23,59,0.8082191780821918
temp,16,15,6.79_15_16_8,NY_64,NYC,28,22.8,13,0,2/21/23,my,G,8,3,4/24/23,62,0.8493150684931506
temp,16,15,6.79_15_16_8,NY_64,NYC,25,33.5,18.5,29.6,2/21/23,my,H,8,3,5/5/23,73,1
temp,16,15,6.79_15_16_9,NY_64,NYC,2,0,0,0,2/21/23,mz,G,9,3,3/29/23,36,0.4931506849315068
temp,16,15,6.79_15_16_9,NY_64,NYC,2,1.4,0.7,0,2/21/23,mz,G,9,3,3/31/23,38,0.5205479452054794
temp,16,15,6.79_15_16_9,NY_64,NYC,4,1.6,0.8,0,2/21/23,mz,G,9,3,4/3/23,41,0.5616438356164384
temp,16,15,6.79_15_16_9,NY_64,NYC,4,1.6,0.8,0,2/21/23,mz,G,9,3,4/5/23,43,0.589041095890411
temp,16,15,6.79_15_16_9,NY_64,NYC,6,2.4,1.3,0,2/21/23,mz,G,9,3,4/7/23,45,0.6164383561643836
temp,16,15,6.79_15_16_9,NY_64,NYC,7,3.9,2.3,0,2/21/23,mz,G,9,3,4/10/23,48,0.6575342465753424
temp,16,15,6.79_15_16_9,NY_64,NYC,8,5.1,2.6,0,2/21/23,mz,G,9,3,4/12/23,50,0.684931506849315
temp,16,15,6.79_15_16_9,NY_64,NYC,9,6.8,4,0,2/21/23,mz,G,9,3,4/14/23,52,0.7123287671232876
temp,16,15,6.79_15_16_9,NY_64,NYC,11,9.5,5.2,0,2/21/23,mz,G,9,3,4/17/23,55,0.7534246575342466
temp,16,15,6.79_15_16_9,NY_64,NYC,19,16.5,9.5,0.9,2/21/23,mz,G,9,3,4/21/23,59,0.8082191780821918
temp,16,15,6.79_15_16_9,NY_64,NYC,25,23.2,12.5,2.4,2/21/23,mz,G,9,3,4/24/23,62,0.8493150684931506
temp,16,15,6.79_15_16_9,NY_64,NYC,22,33.6,18.1,32.2,2/21/23,mz,H,9,3,5/5/23,73,1
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,2,0,0,0,2/21/23,na,G,1.1,3,3/27/23,34,0.4657534246575342
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,2,0,0,0,2/21/23,na,G,1.1,3,3/29/23,36,0.4931506849315068
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,2,1.3,0.7,0,2/21/23,na,G,1.1,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,4,1.4,0.7,0,2/21/23,na,G,1.1,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,5,1.6,0.8,0,2/21/23,na,G,1.1,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,6,2,1,0,2/21/23,na,G,1.1,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,7,3,1.7,0,2/21/23,na,G,1.1,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,8,5,5.1,0,2/21/23,na,G,1.1,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,8,2.6,3.3,0,2/21/23,na,G,1.1,3,4/14/23,52,0.7123287671232876
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,9,5.2,3.8,0,2/21/23,na,G,1.1,3,4/17/23,55,0.7534246575342466
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,12,12.2,6.8,2.7,2/21/23,na,G,1.1,3,4/21/23,59,0.8082191780821918
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,17.5,13.4,7.6,5.5,2/21/23,na,G,1.1,3,4/24/23,62,0.8493150684931506
temp,16,15,7.99_15_16_1_p1,NY_56,NYC,17.5,13.4,7.6,11.2,2/21/23,na,H,1.1,3,5/5/23,73,1
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,2,0,0,0,2/21/23,nb,G,1.2,3,3/29/23,36,0.4931506849315068
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,2,0.9,0.5,0,2/21/23,nb,G,1.2,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,4,1.4,0.7,0,2/21/23,nb,G,1.2,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,5,1.5,0.8,0,2/21/23,nb,G,1.2,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,6,1.8,1.3,0,2/21/23,nb,G,1.2,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,7,2.6,1.3,0,2/21/23,nb,G,1.2,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,8,4.1,2.6,0,2/21/23,nb,G,1.2,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,8,4.7,3,0,2/21/23,nb,G,1.2,3,4/14/23,52,0.7123287671232876
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,9,6.2,3.3,0,2/21/23,nb,G,1.2,3,4/17/23,55,0.7534246575342466
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,12,9.5,6.5,2,2/21/23,nb,G,1.2,3,4/21/23,59,0.8082191780821918
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,14,12.2,7.3,4.2,2/21/23,nb,G,1.2,3,4/24/23,62,0.8493150684931506
temp,16,15,7.99_15_16_1_p2,NY_56,NYC,14,12.2,7.3,24.3,2/21/23,nb,H,1.2,3,5/5/23,73,1
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,2,0,0,0,2/21/23,nc,G,1.3,3,3/29/23,36,0.4931506849315068
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,2,0.8,0.7,0,2/21/23,nc,G,1.3,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,4,1.4,0.8,0,2/21/23,nc,G,1.3,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,5,1.4,1.5,0,2/21/23,nc,G,1.3,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,6,1.8,1.5,0,2/21/23,nc,G,1.3,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,6,2.3,1.2,0,2/21/23,nc,G,1.3,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,7,3.8,2.6,0,2/21/23,nc,G,1.3,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,8,4.2,2.5,0,2/21/23,nc,G,1.3,3,4/14/23,52,0.7123287671232876
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,9,7.3,4.8,0,2/21/23,nc,G,1.3,3,4/17/23,55,0.7534246575342466
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,10,7.2,4.6,1.8,2/21/23,nc,G,1.3,3,4/21/23,59,0.8082191780821918
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,15,14.1,7.6,6.3,2/21/23,nc,G,1.3,3,4/24/23,62,0.8493150684931506
temp,16,15,7.99_15_16_1_p3,NY_56,NYC,15,14.1,7.6,20.6,2/21/23,nc,H,1.3,3,5/5/23,73,1
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,2,0,0,0,2/21/23,nd,G,1.4,3,3/29/23,36,0.4931506849315068
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,2,1.4,0.7,0,2/21/23,nd,G,1.4,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,4,1.6,0.8,0,2/21/23,nd,G,1.4,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,5,1.6,0.9,0,2/21/23,nd,G,1.4,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,5,1.6,0.9,0,2/21/23,nd,G,1.4,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,6,2.2,1.1,0,2/21/23,nd,G,1.4,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,7,2.7,2.1,0,2/21/23,nd,G,1.4,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,7,3.7,2.7,0,2/21/23,nd,G,1.4,3,4/14/23,52,0.7123287671232876
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,10,8.3,5.4,0,2/21/23,nd,G,1.4,3,4/17/23,55,0.7534246575342466
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,11,9.9,6.8,3.8,2/21/23,nd,G,1.4,3,4/21/23,59,0.8082191780821918
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,13,11.1,6.1,3.5,2/21/23,nd,G,1.4,3,4/24/23,62,0.8493150684931506
temp,16,15,7.99_15_16_1_p4,NY_56,NYC,13,11.1,6.1,17.4,2/21/23,nd,H,1.4,3,5/5/23,73,1
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,2,0,0,0,2/21/23,ne,G,1.5,3,3/29/23,36,0.4931506849315068
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,2,1,0.5,0,2/21/23,ne,G,1.5,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,4,1.1,0.6,0,2/21/23,ne,G,1.5,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,5,1.4,0.7,0,2/21/23,ne,G,1.5,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,5,1.4,0.8,0,2/21/23,ne,G,1.5,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,6,2,1.7,0,2/21/23,ne,G,1.5,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,7,2.8,2,0,2/21/23,ne,G,1.5,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,7,5.8,3.9,0,2/21/23,ne,G,1.5,3,4/14/23,52,0.7123287671232876
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,10,7,4.4,0,2/21/23,ne,G,1.5,3,4/17/23,55,0.7534246575342466
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,10,8.9,5.4,0,2/21/23,ne,G,1.5,3,4/21/23,59,0.8082191780821918
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,11,10.6,6.5,1.4,2/21/23,ne,G,1.5,3,4/24/23,62,0.8493150684931506
temp,16,15,7.99_15_16_1_p5,NY_56,NYC,11,10.6,6.5,21.6,2/21/23,ne,H,1.5,3,5/5/23,73,1
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,2,0,0,0,2/21/23,nf,G,2.1,3,3/29/23,36,0.4931506849315068
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,2,1.1,0.6,0,2/21/23,nf,G,2.1,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,4,1.3,0.6,0,2/21/23,nf,G,2.1,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,4,1.4,0.7,0,2/21/23,nf,G,2.1,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,5,1.8,0.9,0,2/21/23,nf,G,2.1,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,6,2.6,1.9,0,2/21/23,nf,G,2.1,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,7,3.5,2.1,0,2/21/23,nf,G,2.1,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,8,5,3,0,2/21/23,nf,G,2.1,3,4/14/23,52,0.7123287671232876
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,10,7.8,4.2,0,2/21/23,nf,G,2.1,3,4/17/23,55,0.7534246575342466
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,12,10.4,6.6,0.7,2/21/23,nf,G,2.1,3,4/21/23,59,0.8082191780821918
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,12,13.7,8.4,2.6,2/21/23,nf,G,2.1,3,4/24/23,62,0.8493150684931506
temp,16,15,7.99_15_16_2_p1,NY_56,NYC,12,13.7,8.4,21.1,2/21/23,nf,H,2.1,3,5/5/23,73,1
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,2,1.1,0.6,0,2/21/23,ng,G,2.2,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,2,1.2,0.6,0,2/21/23,ng,G,2.2,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,4,1.3,0.7,0,2/21/23,ng,G,2.2,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,4,1.4,0.7,0,2/21/23,ng,G,2.2,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,5,1.5,0.8,0,2/21/23,ng,G,2.2,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,6,1.6,0.9,0,2/21/23,ng,G,2.2,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,7,2.6,1.4,0,2/21/23,ng,G,2.2,3,4/14/23,52,0.7123287671232876
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,8,4.5,2.8,0,2/21/23,ng,G,2.2,3,4/17/23,55,0.7534246575342466
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,10,6,4,0,2/21/23,ng,G,2.2,3,4/21/23,59,0.8082191780821918
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,11,9,6,1.4,2/21/23,ng,G,2.2,3,4/24/23,62,0.8493150684931506
temp,16,15,7.99_15_16_2_p2,NY_56,NYC,11,9,6,11.5,2/21/23,ng,H,2.2,3,5/5/23,73,1
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,2,0,0,0,2/21/23,nh,G,3.1,3,3/27/23,34,0.4657534246575342
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,2,0,0,0,2/21/23,nh,G,3.1,3,3/29/23,36,0.4931506849315068
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,3,0.9,0.5,0,2/21/23,nh,G,3.1,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,4,1.1,0.6,0,2/21/23,nh,G,3.1,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,5,1.4,0.7,0,2/21/23,nh,G,3.1,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,6,3.1,1.6,0,2/21/23,nh,G,3.1,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,7,3.9,2.5,0,2/21/23,nh,G,3.1,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,8,6.3,3.2,0,2/21/23,nh,G,3.1,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,9,7.5,4.8,0,2/21/23,nh,G,3.1,3,4/14/23,52,0.7123287671232876
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,11,10.6,5.8,0,2/21/23,nh,G,3.1,3,4/17/23,55,0.7534246575342466
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,14,14.8,8.9,1.6,2/21/23,nh,G,3.1,3,4/21/23,59,0.8082191780821918
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,14,16.2,9.2,4.8,2/21/23,nh,G,3.1,3,4/24/23,62,0.8493150684931506
temp,16,15,7.99_15_16_3_p1,NY_56,NYC,14,16.2,9.2,27.6,2/21/23,nh,H,3.1,3,5/5/23,73,1
temp,16,15,7.99_15_16_3_p2,NY_56,NYC,2,0.9,0.7,0,2/21/23,ni,G,3.2,3,3/31/23,38,0.5205479452054794
temp,16,15,7.99_15_16_3_p2,NY_56,NYC,4,1.4,0.7,0,2/21/23,ni,G,3.2,3,4/3/23,41,0.5616438356164384
temp,16,15,7.99_15_16_3_p2,NY_56,NYC,5,1.9,1,0,2/21/23,ni,G,3.2,3,4/5/23,43,0.589041095890411
temp,16,15,7.99_15_16_3_p2,NY_56,NYC,6,2,1,0,2/21/23,ni,G,3.2,3,4/7/23,45,0.6164383561643836
temp,16,15,7.99_15_16_3_p2,NY_56,NYC,6,2.6,1.4,0,2/21/23,ni,G,3.2,3,4/10/23,48,0.6575342465753424
temp,16,15,7.99_15_16_3_p2,NY_56,NYC,7,3.8,2.6,0,2/21/23,ni,G,3.2,3,4/12/23,50,0.684931506849315
temp,16,15,7.99_15_16_3_p2,NY_56,NYC,8,5,2.8,0,2/21/23,ni,G,3.2,3,4/14/23,52,0.7123287671232876
